ID,sample06/19/23,Time06/19/23,sample06/21/23,Time06/21/23,sample06/22/23,Time06/22/23,sample06/23/23,Time06/23/23,sample06/26/23,Time06/26/23,sample06/27/23,Time06/27/23,sample06/28/23,Time06/28/23,sample06/29/23,Time06/29/23,sample07/03/23,Time07/03/23,sample07/05/23,Time07/05/23,sample07/06/23,Time07/06/23,sample07/07/23,Time07/07/23,sample07/10/23,Time07/10/23,sample07/11/23,Time07/11/23,sample07/12/23,Time07/12/23,sample07/13/23,Time07/13/23,sample07/17/23,Time07/17/23,sample07/18/23,Time07/18/23,sample07/19/23,Time07/19/23,sample07/20/23,Time07/20/23,sample07/24/23,Time07/24/23,sample07/25/23,Time07/25/23,sample07/26/23,Time07/26/23,sample07/27/23,Time07/27/23,sample07/31/23,Time07/31/23,sample08/01/23,Time08/01/23,sample08/02/23,Time08/02/23,sample08/03/23,Time08/03/23,sample08/07/23,Time08/07/23,sample08/08/23,Time08/08/23,sample08/09/23,Time08/09/23,sample08/10/23,Time08/10/23,sample08/14/23,Time08/14/23,sample08/15/23,Time08/15/23,sample08/16/24,Time08/16/25,Harvest Date
SP32,69.20,6/19/23 18:20,62.7,6/21/23 17:05,58.6,6/22/23 15:10,64.80,6/23/23 17:20,75.00,6/26/23 15:30,70.9,6/27/23 18:20,67.3,6/28/2023 18:00:00,73.20,6/29/23 18:10,77.10,7/3/23 16:30,70.3,7/5/23 11:00,74.40,7/6/23 17:50,70.3,7/7/23 18:15,76.5,7/10/23 17:50,72.8,7/11/12 15:35,,,73.50,7/13/23 18:35,77.20,7/17/23 13:00,71.8,7/18/23 16:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP31,66.30,6/19/23 18:20,58.6,6/21/23 17:05,54.3,6/22/23 15:10,60.50,6/23/23 17:20,69.50,6/26/23 15:30,65,6/27/23 18:20,61,6/28/2023 18:00:00,66.50,6/29/23 18:10,69.50,7/3/23 16:30,61.4,7/5/23 11:00,64.90,7/6/23 17:50,59.7,7/7/23 18:15,66.5,7/10/23 17:50,64.1,7/11/12 15:35,,,66.00,7/13/23 18:35,69.60,7/17/23 13:00,63.6,7/18/23 18:00,,,62.30,7/20/23 15:00,66.20,7/24/23 16:50,64.2,7/25/23 16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP30,67.30,6/19/23 18:20,59.9,6/21/23 17:05,55.1,6/22/23 15:30,60.60,6/23/23 17:20,69.20,6/26/23 15:30,65.1,6/27/23 18:20,61.1,6/28/2023 18:00:00,66.10,6/29/23 18:10,67.60,7/3/23 16:30,64.1,7/5/23 11:00,71.10,7/6/23 17:50,67.4,7/7/23 18:15,73.1,7/10/23 17:50,69.1,7/11/12 15:35,,,68.20,7/13/23 18:35,49.6,7/17/23 13:00,47.2,7/18/23 18:00,46.7,7/19/23 11:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP29,65.00,6/19/23 18:20,57.2,6/21/23 17:05,52.1,6/22/23 15:30,57.60,6/23/23 17:20,66.10,6/26/23 15:30,62,6/27/23 18:20,57.8,6/28/2023 18:00:00,63.00,6/29/23 18:10,65.10,7/3/23 16:30,61.5,7/5/23 11:00,68.20,7/6/23 17:50,64.3,7/7/23 18:15,69,7/10/23 17:50,64.8,7/11/12 15:35,,,63.00,7/13/23 18:35,65.50,7/17/23 13:00,63.2,7/18/23 18:00,,,69.50,7/20/23 15:00,72.20,7/24/23 16:50,,,,,65.90,7/27/23 16:40,65.20,7/31/23 17:45,63.6,8/1/23 16:15,,,68.4,8/3/23 16:00,51.5,8/7/23 11:30,46.6,8/8/23 17:30,45.5,8/9/23 17:20,,,,,,,,,
SP37,71.10,6/19/23 18:20,66.1,6/21/23 17:05,61.6,6/22/23 15:30,68.90,6/23/23 17:20,75.70,6/26/23 15:30,72.2,6/27/23 18:20,69.2,6/28/2023 18:00:00,75.30,6/29/23 18:10,78.20,7/3/23 16:30,70.7,7/5/23 11:00,74.80,7/6/23 17:50,70,7/7/23 18:15,76.2,7/10/23 17:50,73.1,7/11/12 15:35,,,74.20,7/13/23 18:35,77.30,7/17/23 13:00,71.4,7/18/23 18:00,,,73.30,7/20/23 15:00,74.30,7/24/23 16:50,71.2,7/25/23 16:50,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP36,67.10,6/19/23 18:20,58.6,6/21/23 17:05,53.2,6/22/23 15:30,60.30,6/23/23 17:20,69.40,6/26/23 15:30,64.8,6/27/23 18:20,61.4,6/28/2023 18:00:00,67.10,6/29/23 18:10,70.70,7/3/23 16:30,65.4,7/5/23 11:00,69.50,7/6/23 17:50,64.3,7/7/23 18:15,71.2,7/10/23 17:50,68.6,7/11/12 15:35,,,69.50,7/13/23 18:35,72.10,7/17/23 13:00,67.8,7/18/23 18:00,,,69.20,7/20/23 15:00,70.50,7/24/23 16:50,,,,,70.10,7/27/23 16:40,70.80,7/31/23 17:45,68.3,8/1/23 16:15,,,69.2,8/3/23 16:00,71.70,8/7/23 11:30,67.6,8/8/23 16:55,,,,,,,,,,,
SP35,66.10,6/19/23 18:20,60.5,6/21/23 17:05,55.4,6/22/23 15:30,61.70,6/23/23 17:20,70.30,6/26/23 15:30,65.7,6/27/23 18:20,61.5,6/28/2023 18:00:00,66.30,6/29/23 18:10,68.70,7/3/23 16:30,63,7/5/23 11:00,66.10,7/6/23 17:50,60.4,7/7/23 18:15,67.7,7/10/23 17:50,65.5,7/11/12 15:35,,,66.50,7/13/23 18:35,68.90,7/17/23 13:00,64.8,7/18/23 18:00,,,66.20,7/20/23 15:00,66.80,7/24/23 16:50,,,,,66.60,7/27/23 16:40,67.30,7/31/23 17:45,65,8/1/23 16:15,,,66.5,8/3/23 16:00,68.10,8/7/23 11:30,,,,,64.5,8/10/23 17:30,47.3,8/14/23 16:30,46.3,8/15/23 17:30,45.8,8/16/23 16:30,
SP34,66.50,6/19/23 18:20,60,6/21/23 17:05,55.4,6/22/23 16:00,61.90,6/23/23 17:20,71.30,6/26/23 15:30,66.8,6/27/23 18:20,62.8,6/28/2023 18:00:00,68.60,6/29/23 18:10,71.60,7/3/23 16:30,65.3,7/5/23 11:00,69.20,7/6/23 17:50,64,7/7/23 18:15,70.6,7/10/23 17:50,68,7/11/12 15:35,,,68.90,7/13/23 18:35,71.50,7/17/23 13:00,67.7,7/18/23 14:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R+S05,67.60,6/19/23 18:20,59.3,6/21/23 17:05,54.5,6/22/23 16:00,61.30,6/23/23 17:20,71.70,6/26/23 15:30,67.3,6/27/23 18:20,63.1,6/28/2023 18:00:00,68.70,6/29/23 18:10,72.00,7/3/23 16:30,64.8,7/5/23 11:00,68.80,7/6/23 17:50,63.9,7/7/23 18:15,70,7/10/23 17:50,66.3,7/11/12 15:35,,,66.60,7/13/23 18:35,70.40,7/17/23 13:00,64.9,7/18/23 18:00,,,66.30,7/20/23 15:00,48.6,7/24/23 16:50,46.6,7/25/23 17:50,46,7/26/23 11:37,,,,,,,,,,,,,,,,,,,,,,,,,
R+S04,69.60,6/19/23 18:20,61.7,6/21/23 17:05,56.6,6/22/23 16:00,63.20,6/23/23 17:20,73.50,6/26/23 15:30,69.1,6/27/23 18:20,64.4,6/28/2023 18:00:00,69.20,6/29/23 18:10,72.20,7/3/23 16:30,67.3,7/5/23 11:00,71.30,7/6/23 17:50,65.8,7/7/23 18:15,72.4,7/10/23 17:50,69.6,7/11/12 15:35,,,69.20,7/13/23 18:35,72.30,7/17/23 13:00,67.2,7/18/23 18:00,,,68.10,7/20/23 15:00,71.30,7/24/23 16:50,,,,,68.30,7/27/23 16:40,50.6,7/31/23 17:40,50,8/1/23 16:20,49.5,8/2/23 10:07,,,,,,,,,,,,,,,,,
R+S03,67.60,6/19/23 18:20,59.9,6/21/23 17:05,55.4,6/22/23 16:00,61.00,6/23/23 17:20,70.00,6/26/23 15:30,65.6,6/27/23 18:20,61,6/28/2023 18:00:00,66.60,6/29/23 18:10,71.00,7/3/23 16:30,66.4,7/5/23 11:00,71.40,7/6/23 17:50,66.9,7/7/23 18:15,73.1,7/10/23 17:50,69.5,7/11/12 15:35,,,69.30,7/13/23 18:35,71.80,7/17/23 13:00,67,7/18/23 18:00,,,68.60,7/20/23 15:00,69.90,7/24/23 16:50,,,,,69.70,7/27/23 16:40,70.10,7/31/23 17:40,67.1,8/1/23 16:20,,,67.3,8/3/23 16:00,70.00,8/7/23 11:30,67.1,8/8/23 10:52,,,,,,,,,,,
R+S02,67.70,6/19/23 18:20,60.9,6/21/23 17:05,57.1,6/22/23 16:00,63.20,6/23/23 17:20,73.40,6/26/23 15:30,69.3,6/27/23 18:20,65.2,6/28/2023 18:00:00,70.90,6/29/23 18:10,75.00,7/3/23 16:30,68.9,7/5/23 11:00,72.90,7/6/23 17:50,68,7/7/23 18:15,74.3,7/10/23 17:50,71.5,7/11/12 15:35,,,71.90,7/13/23 18:35,74.60,7/17/23 13:00,68.9,7/18/23 18:00,,,69.90,7/20/23 15:00,72.40,7/24/23 16:50,,,,,69.70,7/27/23 16:40,71.80,7/31/23 17:40,68.5,8/1/23 16:20,,,68.8,8/3/23 16:00,72.20,8/7/23 11:30,,,,,67.9,8/10/23 17:30,51.5,8/14/23 16:30,50.1,8/15/23 17:30,49.6,8/16/23 9:50,
R+S01,71.10,6/19/23 18:20,65.7,6/21/23 17:05,61.9,6/22/23 16:00,68.70,6/23/23 17:20,80.00,6/26/23 15:30,75.6,6/27/23 18:20,70.8,6/28/2023 18:00:00,75.70,6/29/23 18:10,76.40,7/3/23 16:30,71.9,7/5/23 11:00,75.80,7/6/23 17:50,69.7,7/7/23 18:15,74.8,7/10/23 17:50,72.4,7/11/12 15:35,,,73.10,7/13/23 18:35,53.7,7/17/23 13:00,51.7,7/18/23 18:00,51.2,7/19/23 17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R+S10,69.50,6/19/23 18:20,62.3,6/21/23 17:05,58.2,6/22/23 16:00,64.60,6/23/23 17:20,75.60,6/26/23 15:30,71.8,6/27/23 18:20,68.1,6/28/2023 18:00:00,74.30,6/29/23 18:10,79.40,7/3/23 16:30,72.7,7/5/23 11:00,77.50,7/6/23 17:50,74.1,7/7/23 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R+S09,70.90,6/19/23 18:20,62.3,6/21/23 17:05,57.7,6/22/23 16:00,65.00,6/23/23 17:20,76.20,6/26/23 15:30,71.5,6/27/23 18:20,66.8,6/28/2023 18:00:00,71.80,6/29/23 18:10,74.80,7/3/23 16:30,68.2,7/5/23 11:00,71.70,7/6/23 17:50,66.3,7/7/23 18:15,73.6,7/10/23 17:50,70.7,7/11/12 15:35,,,70.50,7/13/23 18:35,73.90,7/17/23 13:00,69.1,7/18/23 18:00,,,70.30,7/20/23 15:00,73.00,7/24/23 16:50,,,,,67.80,7/27/23 16:40,71.40,7/31/23 17:40,69.6,8/1/23 16:20,,,70.1,8/3/23 16:00,73.20,8/7/23 11:30,,,,,68.5,8/10/23 17:30,72.3,8/14/23 16:30,70.4,8/15/23 11:53,,,
R+S08,68.00,6/19/23 18:20,61.2,6/21/23 17:05,56.8,6/22/23 16:40,62.20,6/23/23 17:20,72.00,6/26/23 15:30,68.4,6/27/23 18:20,63.8,6/28/2023 18:00:00,68.20,6/29/23 18:10,70.30,7/3/23 16:30,65.5,7/5/23 11:00,69.00,7/6/23 17:50,63.2,7/7/23 18:15,50.1,7/10/23 17:50,49.1,7/11/12 15:35,48.7,7/12/23 16:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R+S07,67.60,6/19/23 18:20,60.4,6/21/23 17:05,56.2,6/22/23 16:40,62.70,6/23/23 17:20,73.70,6/26/23 15:30,68.5,6/27/23 18:20,63.5,6/28/2023 18:00:00,68.30,6/29/23 18:10,71.80,7/3/23 16:30,64.5,7/5/23 11:00,67.70,7/6/23 17:50,62.1,7/7/23 18:15,71,7/10/23 17:50,68.1,7/11/12 15:35,,,67.50,7/13/23 18:35,71.70,7/17/23 13:00,67.2,7/18/23 18:00,,,67.90,7/20/23 15:00,71.00,7/24/23 16:50,,,,,67.80,7/27/23 16:40,70.90,7/31/23 17:40,68.2,8/1/23 16:20,,,68,8/3/23 16:00,52.3,8/7/23 11:30,50,8/8/23 17:30,49.2,8/9/23 15:05,,,,,,,,,
R+S06,67.50,6/19/23 18:20,,,57.4,6/22/23 16:40,63.40,6/23/23 17:20,72.40,6/26/23 15:30,67.7,6/27/23 18:20,62.7,6/28/2023 18:00:00,67.50,6/29/23 18:10,70.50,7/3/23 16:30,65.6,7/5/23 11:00,68.90,7/6/23 17:50,62.4,7/7/23 18:15,71,7/10/23 17:50,69,7/11/12 15:35,,,69.30,7/13/23 18:35,72.10,7/17/23 13:00,68.2,7/18/23 18:00,,,69.10,7/20/23 15:00,72.00,7/24/23 16:50,,,,,66.80,7/27/23 16:40,70.60,7/31/23 17:40,68.9,8/1/23 16:20,,,71.1,8/3/23 16:00,73.80,8/7/23 11:30,,,,,69.4,8/10/23 17:30,72.8,8/14/23 16:30,71.2,8/15/23 9:41,,,
RP05,76.10,6/19/23 18:20,69,6/21/23 17:05,63.9,6/22/23 17:00,72.90,6/23/23 17:20,89.60,6/26/23 15:30,88.3,6/27/23 18:20,86.9,6/28/2023 18:00:00,95.50,6/29/23 18:10,109.70,7/3/23 16:30,107,7/5/23 11:00,115.00,7/6/23 18:00,113,7/7/23 18:15,127.3,7/10/23 17:50,126.9,7/11/12 15:35,,,132.00,7/13/23 18:35,143.50,7/17/23 13:00,139.4,7/18/23 18:00,,,144.90,7/20/23 15:00,134.7,7/24/23 16:50,131.6,7/25/23 17:50,129.6,7/26/23 13:27,,,,,,,,,,,,,,,,,,,,,,,,,
RP04,71.10,6/19/23 18:20,64.9,6/21/23 17:05,60.4,6/22/23 17:00,66.10,6/23/23 15:40,75.10,6/26/23 15:30,71.2,6/27/23 18:20,67.2,6/28/2023 18:00:00,72.80,6/29/23 18:10,75.30,7/3/23 16:30,69.3,7/5/23 11:00,73.50,7/6/23 18:00,68.6,7/7/23 18:15,55,7/10/23 17:50,53,7/11/12 15:35,51.7,7/12/23 14:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP03,68.70,6/19/23 18:20,62,6/21/23 17:05,58.6,6/22/23 17:00,65.90,6/23/23 15:40,78.00,6/26/23 15:30,74.5,6/27/23 18:20,71.1,6/28/2023 18:00:00,77.30,6/29/23 18:10,82.60,7/3/23 16:30,76,7/5/23 11:00,80.50,7/6/23 18:00,75.8,7/7/23 18:15,81.9,7/10/23 17:50,77.7,7/11/12 15:35,,,77.70,7/13/23 18:35,80.80,7/17/23 13:00,74.9,7/18/23 18:00,,,76.00,7/20/23 15:00,57,7/24/23 16:50,52.8,7/25/23 17:50,50.4,7/26/23 14:00,,,,,,,,,,,,,,,,,,,,,,,,,
RP02,66.70,6/19/23 18:20,60,6/21/23 17:05,55.9,6/22/23 17:00,62.80,6/23/23 15:40,72.00,6/26/23 15:30,67.9,6/27/23 18:20,63.5,6/28/2023 18:00:00,68.90,6/29/23 18:10,70.00,7/3/23 16:30,62.9,7/5/23 11:00,66.30,7/6/23 18:00,60.3,7/7/23 18:15,67.9,7/10/23 17:50,65.5,7/11/12 15:35,,,66.50,7/13/23 18:35,70.00,7/17/23 13:00,65.3,7/18/23 18:00,,,65.70,7/20/23 15:00,68.30,7/24/23 16:50,,,,,65.20,7/27/23 16:40,67.10,7/31/23 17:40,65.1,8/1/23 16:20,,,65.1,8/3/23 16:00,48.7,8/7/23 11:30,47.5,8/8/23 17:30,47,8/9/23 10:47,,,,,,,,,
RP01,71.60,6/19/23 18:20,66.2,6/21/23 17:05,62.6,6/22/23 17:00,70.00,6/23/23 16:00,79.50,6/26/23 15:30,75.1,6/27/23 18:20,70.7,6/28/2023 18:00:00,76.10,6/29/23 18:10,78.10,7/3/23 16:30,71.2,7/5/23 11:00,74.60,7/6/23 18:00,68.9,7/7/23 18:15,75.1,7/10/23 17:50,72.4,7/11/12 15:35,,,73.00,7/13/23 18:35,75.30,7/17/23 13:00,71.5,7/18/23 18:00,,,73.30,7/20/23 15:00,75.30,7/24/23 16:50,,,,,73.00,7/27/23 16:40,54.4,7/31/23 17:40,53,8/1/23 16:20,51.6,8/2/23 13:58,,,,,,,,,,,,,,,,,
RP09,70.00,6/19/23 18:20,64.7,6/21/23 17:05,60.7,6/22/23 17:00,66.60,6/23/23 16:00,68.30,6/26/23 15:30,68.8,6/27/23 18:20,64.5,6/28/2023 18:00:00,70.00,6/29/23 18:10,73.00,7/3/23 16:30,69.7,7/5/23 11:00,75.00,7/6/23 18:00,70,7/7/23 18:15,74.4,7/10/23 17:50,71.9,7/11/12 15:35,,,72.40,7/13/23 18:35,73.70,7/17/23 13:00,70.6,7/18/23 18:00,,,74.20,7/20/23 15:00,74.60,7/24/23 16:50,,,,,72.20,7/27/23 16:40,73.00,7/31/23 17:40,70.1,8/1/23 16:20,,,72.8,8/3/23 16:00,75.00,8/7/23 11:30,,,,,69.4,8/10/23 17:30,72.1,8/14/23 16:30,70.7,8/15/23 11:02,,,
RP08,,,57.6,6/21/23 17:05,53.2,6/22/23 17:00,59.20,6/23/23 17:20,74.50,6/26/23 15:30,64.1,6/27/23 18:20,60,6/28/2023 18:00:00,65.00,6/29/23 18:10,67.70,7/3/23 16:30,63.1,7/5/23 11:00,67.80,7/6/23 18:00,62.7,7/7/23 18:15,68.7,7/10/23 17:50,66.3,7/11/12 15:35,,,67.20,7/13/23 18:35,69.00,7/17/23 13:00,65.3,7/18/23 18:00,,,67.80,7/20/23 15:00,68.40,7/24/23 16:50,,,,,67.40,7/27/23 16:40,68.40,7/31/23 17:40,65.6,8/1/23 16:20,,,66.6,8/3/23 16:00,68.70,8/7/23 11:30,65.3,8/8/23 12:30,,,,,,,,,,,
RP07,73.60,6/19/23 18:20,65.3,6/21/23 17:05,61.6,6/22/23 17:00,68.50,6/23/23 17:20,79.10,6/26/23 15:30,75.2,6/27/23 18:20,71.8,6/28/2023 18:00:00,78.40,6/29/23 18:10,85.10,7/3/23 16:30,79.2,7/5/23 11:00,84.40,7/6/23 18:00,81.6,7/7/23 12:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP06,68.60,6/19/23 18:20,61.6,6/21/23 17:05,57.6,6/22/23 17:00,64.70,6/23/23 17:20,74.60,6/26/23 15:30,70.1,6/27/23 18:20,66.3,6/28/2023 18:00:00,72.40,6/29/23 18:10,76.00,7/3/23 16:30,68.9,7/5/23 11:00,72.70,7/6/23 18:00,68.1,7/7/23 18:15,73.3,7/10/23 17:50,69.6,7/11/12 15:35,,,69.10,7/13/23 18:35,70.90,7/17/23 13:00,64.8,7/18/23 18:00,,,66.20,7/20/23 15:00,68.80,7/24/23 16:50,,,,,66.50,7/27/23 16:40,67.90,7/31/23 17:40,65.9,8/1/23 10:53,,,,,,,,,,,,,,,,,,,
NM08,64.20,6/19/23 18:20,58.6,6/21/23 17:05,54.4,6/22/23 17:20,61.50,6/23/23 10:00,66.80,6/26/23 15:20,62.4,6/27/23 18:30,59.3,6/28/2023 12:40:00,63.20,6/29/23 18:00,65.20,7/3/23 16:30,61.6,7/5/23 10:40,66.10,7/6/23 17:30,60.3,7/7/23 18:00,66.9,7/10/23 17:35,64.5,7/11/12 15:20,,,64.80,7/13/23 18:25,66.70,7/17/23 12:55,63.5,7/18/23 17:55,,,65.30,7/20/23 14:45,66.20,7/24/23 16:35,,,,,65.70,7/27/23 16:30,66.20,7/31/23 17:30,64.4,8/1/23 15:18,,,,,,,,,,,,,,,,,,,
